id,year,song,artist,sentence
167,1970,Games People Play,Joe South,"La obra ""Games People Play"", asociada con Joe South, ganó la categoría Canción del Año en los Grammy de 1970."
168,1970,Games People Play,Joe South,"Durante la ceremonia de los Grammy de 1970, ""Games People Play"" fue reconocida como Canción del Año."
169,1970,Games People Play,Joe South,"El premio Grammy a Canción del Año de 1970 correspondió a ""Games People Play"", interpretada por Joe South."
170,1970,Games People Play,Joe South,"Entre los ganadores históricos de los Grammy figura ""Games People Play"", premiada como Canción del Año en 1970."
171,1970,Games People Play,Joe South,"Joe South estuvo vinculado al triunfo de ""Games People Play"" en la categoría Canción del Año de los Grammy de 1970."
172,1970,Games People Play,Joe South,"La edición de los Grammy celebrada en 1970 distinguió a ""Games People Play"" con el premio a Canción del Año."
173,1970,Games People Play,Joe South,"En el historial de los Grammy, ""Games People Play"" aparece como la ganadora de Canción del Año correspondiente a 1970."
174,1970,Games People Play,Joe South,"La canción ""Games People Play"", interpretada por Joe South, recibió uno de los principales Grammy en 1970."
175,1970,Games People Play,Joe South,"El reconocimiento a Canción del Año en los Grammy de 1970 fue para la composición titulada ""Games People Play""."
176,1970,Games People Play,Joe South,"Según el registro histórico de los Grammy, ""Games People Play"" ganó Canción del Año en 1970."
177,1970,Games People Play,Joe South,"La participación de Joe South quedó ligada a ""Games People Play"", la Canción del Año en los Grammy de 1970."
178,1970,Games People Play,Joe South,"En 1970, la Recording Academy premió a ""Games People Play"" dentro de la categoría Canción del Año."
179,1970,Games People Play,Joe South,"El título ""Games People Play"" forma parte de la lista de obras ganadoras del Grammy a Canción del Año, gracias a su victoria en 1970."
180,1970,Games People Play,Joe South,"La ceremonia de 1970 incorporó a ""Games People Play"", interpretada por Joe South, al grupo de ganadoras de Canción del Año."
181,1971,Bridge Over Troubled Water,Simon And Garfunkel,"En 1971, ""Bridge Over Troubled Water"" obtuvo el Grammy a Canción del Año y fue interpretada por Simon And Garfunkel."
182,1971,Bridge Over Troubled Water,Simon And Garfunkel,"La obra ""Bridge Over Troubled Water"", asociada con Simon And Garfunkel, ganó la categoría Canción del Año en los Grammy de 1971."
183,1971,Bridge Over Troubled Water,Simon And Garfunkel,"Durante la ceremonia de los Grammy de 1971, ""Bridge Over Troubled Water"" fue reconocida como Canción del Año."
184,1971,Bridge Over Troubled Water,Simon And Garfunkel,"El premio Grammy a Canción del Año de 1971 correspondió a ""Bridge Over Troubled Water"", interpretada por Simon And Garfunkel."
185,1971,Bridge Over Troubled Water,Simon And Garfunkel,"Entre los ganadores históricos de los Grammy figura ""Bridge Over Troubled Water"", premiada como Canción del Año en 1971."
186,1971,Bridge Over Troubled Water,Simon And Garfunkel,"Simon And Garfunkel estuvo vinculado al triunfo de ""Bridge Over Troubled Water"" en la categoría Canción del Año de los Grammy de 1971."
187,1971,Bridge Over Troubled Water,Simon And Garfunkel,"La edición de los Grammy celebrada en 1971 distinguió a ""Bridge Over Troubled Water"" con el premio a Canción del Año."
188,1971,Bridge Over Troubled Water,Simon And Garfunkel,"En el historial de los Grammy, ""Bridge Over Troubled Water"" aparece como la ganadora de Canción del Año correspondiente a 1971."
189,1971,Bridge Over Troubled Water,Simon And Garfunkel,"La canción ""Bridge Over Troubled Water"", interpretada por Simon And Garfunkel, recibió uno de los principales Grammy en 1971."
190,1971,Bridge Over Troubled Water,Simon And Garfunkel,"El reconocimiento a Canción del Año en los Grammy de 1971 fue para la composición titulada ""Bridge Over Troubled Water""."
191,1971,Bridge Over Troubled Water,Simon And Garfunkel,"Según el registro histórico de los Grammy, ""Bridge Over Troubled Water"" ganó Canción del Año en 1971."
192,1971,Bridge Over Troubled Water,Simon And Garfunkel,"La participación de Simon And Garfunkel quedó ligada a ""Bridge Over Troubled Water"", la Canción del Año en los Grammy de 1971."
193,1971,Bridge Over Troubled Water,Simon And Garfunkel,"En 1971, la Recording Academy premió a ""Bridge Over Troubled Water"" dentro de la categoría Canción del Año."
194,1971,Bridge Over Troubled Water,Simon And Garfunkel,"El título ""Bridge Over Troubled Water"" forma parte de la lista de obras ganadoras del Grammy a Canción del Año, gracias a su victoria en 1971."
195,1971,Bridge Over Troubled Water,Simon And Garfunkel,"La ceremonia de 1971 incorporó a ""Bridge Over Troubled Water"", interpretada por Simon And Garfunkel, al grupo de ganadoras de Canción del Año."
196,1972,You've Got A Friend,Carole King,"En 1972, ""You've Got A Friend"" obtuvo el Grammy a Canción del Año y fue interpretada por Carole King."
197,1972,You've Got A Friend,Carole King,"La obra ""You've Got A Friend"", asociada con Carole King, ganó la categoría Canción del Año en los Grammy de 1972."
198,1972,You've Got A Friend,Carole King,"Durante la ceremonia de los Grammy de 1972, ""You've Got A Friend"" fue reconocida como Canción del Año."
199,1972,You've Got A Friend,Carole King,"El premio Grammy a Canción del Año de 1972 correspondió a ""You've Got A Friend"", interpretada por Carole King."
200,1972,You've Got A Friend,Carole King,"Entre los ganadores históricos de los Grammy figura ""You've Got A Friend"", premiada como Canción del Año en 1972."
201,1972,You've Got A Friend,Carole King,"Carole King estuvo vinculado al triunfo de ""You've Got A Friend"" en la categoría Canción del Año de los Grammy de 1972."
202,1972,You've Got A Friend,Carole King,"La edición de los Grammy celebrada en 1972 distinguió a ""You've Got A Friend"" con el premio a Canción del Año."
203,1972,You've Got A Friend,Carole King,"En el historial de los Grammy, ""You've Got A Friend"" aparece como la ganadora de Canción del Año correspondiente a 1972."
204,1972,You've Got A Friend,Carole King,"La canción ""You've Got A Friend"", interpretada por Carole King, recibió uno de los principales Grammy en 1972."
205,1972,You've Got A Friend,Carole King,"El reconocimiento a Canción del Año en los Grammy de 1972 fue para la composición titulada ""You've Got A Friend""."
206,1972,You've Got A Friend,Carole King,"Según el registro histórico de los Grammy, ""You've Got A Friend"" ganó Canción del Año en 1972."
207,1972,You've Got A Friend,Carole King,"La participación de Carole King quedó ligada a ""You've Got A Friend"", la Canción del Año en los Grammy de 1972."
208,1972,You've Got A Friend,Carole King,"En 1972, la Recording Academy premió a ""You've Got A Friend"" dentro de la categoría Canción del Año."
209,1972,You've Got A Friend,Carole King,"El título ""You've Got A Friend"" forma parte de la lista de obras ganadoras del Grammy a Canción del Año, gracias a su victoria en 1972."
210,1972,You've Got A Friend,Carole King,"La ceremonia de 1972 incorporó a ""You've Got A Friend"", interpretada por Carole King, al grupo de ganadoras de Canción del Año."
211,1973,The First Time Ever I Saw Your Face,Roberta Flack,"En 1973, ""The First Time Ever I Saw Your Face"" obtuvo el Grammy a Canción del Año y fue interpretada por Roberta Flack."
212,1973,The First Time Ever I Saw Your Face,Roberta Flack,"La obra ""The First Time Ever I Saw Your Face"", asociada con Roberta Flack, ganó la categoría Canción del Año en los Grammy de 1973."
213,1973,The First Time Ever I Saw Your Face,Roberta Flack,"Durante la ceremonia de los Grammy de 1973, ""The First Time Ever I Saw Your Face"" fue reconocida como Canción del Año."
214,1973,The First Time Ever I Saw Your Face,Roberta Flack,"El premio Grammy a Canción del Año de 1973 correspondió a ""The First Time Ever I Saw Your Face"", interpretada por Roberta Flack."
215,1973,The First Time Ever I Saw Your Face,Roberta Flack,"Entre los ganadores históricos de los Grammy figura ""The First Time Ever I Saw Your Face"", premiada como Canción del Año en 1973."
216,1973,The First Time Ever I Saw Your Face,Roberta Flack,"Roberta Flack estuvo vinculado al triunfo de ""The First Time Ever I Saw Your Face"" en la categoría Canción del Año de los Grammy de 1973."
217,1973,The First Time Ever I Saw Your Face,Roberta Flack,"La edición de los Grammy celebrada en 1973 distinguió a ""The First Time Ever I Saw Your Face"" con el premio a Canción del Año."
218,1973,The First Time Ever I Saw Your Face,Roberta Flack,"En el historial de los Grammy, ""The First Time Ever I Saw Your Face"" aparece como la ganadora de Canción del Año correspondiente a 1973."
219,1973,The First Time Ever I Saw Your Face,Roberta Flack,"La canción ""The First Time Ever I Saw Your Face"", interpretada por Roberta Flack, recibió uno de los principales Grammy en 1973."
220,1973,The First Time Ever I Saw Your Face,Roberta Flack,"El reconocimiento a Canción del Año en los Grammy de 1973 fue para la composición titulada ""The First Time Ever I Saw Your Face""."
221,1973,The First Time Ever I Saw Your Face,Roberta Flack,"Según el registro histórico de los Grammy, ""The First Time Ever I Saw Your Face"" ganó Canción del Año en 1973."
222,1973,The First Time Ever I Saw Your Face,Roberta Flack,"La participación de Roberta Flack quedó ligada a ""The First Time Ever I Saw Your Face"", la Canción del Año en los Grammy de 1973."
223,1973,The First Time Ever I Saw Your Face,Roberta Flack,"En 1973, la Recording Academy premió a ""The First Time Ever I Saw Your Face"" dentro de la categoría Canción del Año."
224,1973,The First Time Ever I Saw Your Face,Roberta Flack,"El título ""The First Time Ever I Saw Your Face"" forma parte de la lista de obras ganadoras del Grammy a Canción del Año, gracias a su victoria en 1973."
225,1973,The First Time Ever I Saw Your Face,Roberta Flack,"La ceremonia de 1973 incorporó a ""The First Time Ever I Saw Your Face"", interpretada por Roberta Flack, al grupo de ganadoras de Canción del Año."
226,1974,Killing Me Softly With His Song,Roberta Flack,"En 1974, ""Killing Me Softly With His Song"" obtuvo el Grammy a Canción del Año y fue interpretada por Roberta Flack."
227,1974,Killing Me Softly With His Song,Roberta Flack,"La obra ""Killing Me Softly With His Song"", asociada con Roberta Flack, ganó la categoría Canción del Año en los Grammy de 1974."
228,1974,Killing Me Softly With His Song,Roberta Flack,"Durante la ceremonia de los Grammy de 1974, ""Killing Me Softly With His Song"" fue reconocida como Canción del Año."
229,1974,Killing Me Softly With His Song,Roberta Flack,"El premio Grammy a Canción del Año de 1974 correspondió a ""Killing Me Softly With His Song"", interpretada por Roberta Flack."
230,1974,Killing Me Softly With His Song,Roberta Flack,"Entre los ganadores históricos de los Grammy figura ""Killing Me Softly With His Song"", premiada como Canción del Año en 1974."
231,1974,Killing Me Softly With His Song,Roberta Flack,"Roberta Flack estuvo vinculado al triunfo de ""Killing Me Softly With His Song"" en la categoría Canción del Año de los Grammy de 1974."
232,1974,Killing Me Softly With His Song,Roberta Flack,"La edición de los Grammy celebrada en 1974 distinguió a ""Killing Me Softly With His Song"" con el premio a Canción del Año."
233,1974,Killing Me Softly With His Song,Roberta Flack,"En el historial de los Grammy, ""Killing Me Softly With His Song"" aparece como la ganadora de Canción del Año correspondiente a 1974."
234,1974,Killing Me Softly With His Song,Roberta Flack,"La canción ""Killing Me Softly With His Song"", interpretada por Roberta Flack, recibió uno de los principales Grammy en 1974."
235,1974,Killing Me Softly With His Song,Roberta Flack,"El reconocimiento a Canción del Año en los Grammy de 1974 fue para la composición titulada ""Killing Me Softly With His Song""."
236,1974,Killing Me Softly With His Song,Roberta Flack,"Según el registro histórico de los Grammy, ""Killing Me Softly With His Song"" ganó Canción del Año en 1974."
237,1974,Killing Me Softly With His Song,Roberta Flack,"La participación de Roberta Flack quedó ligada a ""Killing Me Softly With His Song"", la Canción del Año en los Grammy de 1974."
238,1974,Killing Me Softly With His Song,Roberta Flack,"En 1974, la Recording Academy premió a ""Killing Me Softly With His Song"" dentro de la categoría Canción del Año."
239,1974,Killing Me Softly With His Song,Roberta Flack,"El título ""Killing Me Softly With His Song"" forma parte de la lista de obras ganadoras del Grammy a Canción del Año, gracias a su victoria en 1974."
240,1974,Killing Me Softly With His Song,Roberta Flack,"La ceremonia de 1974 incorporó a ""Killing Me Softly With His Song"", interpretada por Roberta Flack, al grupo de ganadoras de Canción del Año."
241,1975,The Way We Were,Barbra Streisand,"En 1975, ""The Way We Were"" obtuvo el Grammy a Canción del Año y fue interpretada por Barbra Streisand."
242,1975,The Way We Were,Barbra Streisand,"La obra ""The Way We Were"", asociada con Barbra Streisand, ganó la categoría Canción del Año en los Grammy de 1975."
243,1975,The Way We Were,Barbra Streisand,"Durante la ceremonia de los Grammy de 1975, ""The Way We Were"" fue reconocida como Canción del Año."
244,1975,The Way We Were,Barbra Streisand,"El premio Grammy a Canción del Año de 1975 correspondió a ""The Way We Were"", interpretada por Barbra Streisand."
245,1975,The Way We Were,Barbra Streisand,"Entre los ganadores históricos de los Grammy figura ""The Way We Were"", premiada como Canción del Año en 1975."
246,1975,The Way We Were,Barbra Streisand,"Barbra Streisand estuvo vinculado al triunfo de ""The Way We Were"" en la categoría Canción del Año de los Grammy de 1975."
247,1975,The Way We Were,Barbra Streisand,"La edición de los Grammy celebrada en 1975 distinguió a ""The Way We Were"" con el premio a Canción del Año."
248,1975,The Way We Were,Barbra Streisand,"En el historial de los Grammy, ""The Way We Were"" aparece como la ganadora de Canción del Año correspondiente a 1975."
249,1975,The Way We Were,Barbra Streisand,"La canción ""The Way We Were"", interpretada por Barbra Streisand, recibió uno de los principales Grammy en 1975."
250,1975,The Way We Were,Barbra Streisand,"El reconocimiento a Canción del Año en los Grammy de 1975 fue para la composición titulada ""The Way We Were""."
251,1975,The Way We Were,Barbra Streisand,"Según el registro histórico de los Grammy, ""The Way We Were"" ganó Canción del Año en 1975."
252,1975,The Way We Were,Barbra Streisand,"La participación de Barbra Streisand quedó ligada a ""The Way We Were"", la Canción del Año en los Grammy de 1975."
253,1975,The Way We Were,Barbra Streisand,"En 1975, la Recording Academy premió a ""The Way We Were"" dentro de la categoría Canción del Año."
254,1975,The Way We Were,Barbra Streisand,"El título ""The Way We Were"" forma parte de la lista de obras ganadoras del Grammy a Canción del Año, gracias a su victoria en 1975."
255,1975,The Way We Were,Barbra Streisand,"La ceremonia de 1975 incorporó a ""The Way We Were"", interpretada por Barbra Streisand, al grupo de ganadoras de Canción del Año."
256,1976,Send In The Clowns,Judy Collins,"En 1976, ""Send In The Clowns"" obtuvo el Grammy a Canción del Año y fue interpretada por Judy Collins."
257,1976,Send In The Clowns,Judy Collins,"La obra ""Send In The Clowns"", asociada con Judy Collins, ganó la categoría Canción del Año en los Grammy de 1976."
258,1976,Send In The Clowns,Judy Collins,"Durante la ceremonia de los Grammy de 1976, ""Send In The Clowns"" fue reconocida como Canción del Año."
259,1976,Send In The Clowns,Judy Collins,"El premio Grammy a Canción del Año de 1976 correspondió a ""Send In The Clowns"", interpretada por Judy Collins."
260,1976,Send In The Clowns,Judy Collins,"Entre los ganadores históricos de los Grammy figura ""Send In The Clowns"", premiada como Canción del Año en 1976."
261,1976,Send In The Clowns,Judy Collins,"Judy Collins estuvo vinculado al triunfo de ""Send In The Clowns"" en la categoría Canción del Año de los Grammy de 1976."
262,1976,Send In The Clowns,Judy Collins,"La edición de los Grammy celebrada en 1976 distinguió a ""Send In The Clowns"" con el premio a Canción del Año."
263,1976,Send In The Clowns,Judy Collins,"En el historial de los Grammy, ""Send In The Clowns"" aparece como la ganadora de Canción del Año correspondiente a 1976."
264,1976,Send In The Clowns,Judy Collins,"La canción ""Send In The Clowns"", interpretada por Judy Collins, recibió uno de los principales Grammy en 1976."
265,1976,Send In The Clowns,Judy Collins,"El reconocimiento a Canción del Año en los Grammy de 1976 fue para la composición titulada ""Send In The Clowns""."
266,1976,Send In The Clowns,Judy Collins,"Según el registro histórico de los Grammy, ""Send In The Clowns"" ganó Canción del Año en 1976."
267,1976,Send In The Clowns,Judy Collins,"La participación de Judy Collins quedó ligada a ""Send In The Clowns"", la Canción del Año en los Grammy de 1976."
268,1976,Send In The Clowns,Judy Collins,"En 1976, la Recording Academy premió a ""Send In The Clowns"" dentro de la categoría Canción del Año."
269,1976,Send In The Clowns,Judy Collins,"El título ""Send In The Clowns"" forma parte de la lista de obras ganadoras del Grammy a Canción del Año, gracias a su victoria en 1976."
270,1976,Send In The Clowns,Judy Collins,"La ceremonia de 1976 incorporó a ""Send In The Clowns"", interpretada por Judy Collins, al grupo de ganadoras de Canción del Año."
271,1977,I Write The Songs,Barry Manilow,"En 1977, ""I Write The Songs"" obtuvo el Grammy a Canción del Año y fue interpretada por Barry Manilow."
272,1977,I Write The Songs,Barry Manilow,"La obra ""I Write The Songs"", asociada con Barry Manilow, ganó la categoría Canción del Año en los Grammy de 1977."
273,1977,I Write The Songs,Barry Manilow,"Durante la ceremonia de los Grammy de 1977, ""I Write The Songs"" fue reconocida como Canción del Año."
274,1977,I Write The Songs,Barry Manilow,"El premio Grammy a Canción del Año de 1977 correspondió a ""I Write The Songs"", interpretada por Barry Manilow."
275,1977,I Write The Songs,Barry Manilow,"Entre los ganadores históricos de los Grammy figura ""I Write The Songs"", premiada como Canción del Año en 1977."
276,1977,I Write The Songs,Barry Manilow,"Barry Manilow estuvo vinculado al triunfo de ""I Write The Songs"" en la categoría Canción del Año de los Grammy de 1977."
277,1977,I Write The Songs,Barry Manilow,"La edición de los Grammy celebrada en 1977 distinguió a ""I Write The Songs"" con el premio a Canción del Año."
278,1977,I Write The Songs,Barry Manilow,"En el historial de los Grammy, ""I Write The Songs"" aparece como la ganadora de Canción del Año correspondiente a 1977."
279,1977,I Write The Songs,Barry Manilow,"La canción ""I Write The Songs"", interpretada por Barry Manilow, recibió uno de los principales Grammy en 1977."
280,1977,I Write The Songs,Barry Manilow,"El reconocimiento a Canción del Año en los Grammy de 1977 fue para la composición titulada ""I Write The Songs""."
281,1977,I Write The Songs,Barry Manilow,"Según el registro histórico de los Grammy, ""I Write The Songs"" ganó Canción del Año en 1977."
282,1977,I Write The Songs,Barry Manilow,"La participación de Barry Manilow quedó ligada a ""I Write The Songs"", la Canción del Año en los Grammy de 1977."
283,1977,I Write The Songs,Barry Manilow,"En 1977, la Recording Academy premió a ""I Write The Songs"" dentro de la categoría Canción del Año."
284,1977,I Write The Songs,Barry Manilow,"El título ""I Write The Songs"" forma parte de la lista de obras ganadoras del Grammy a Canción del Año, gracias a su victoria en 1977."
285,1977,I Write The Songs,Barry Manilow,"La ceremonia de 1977 incorporó a ""I Write The Songs"", interpretada por Barry Manilow, al grupo de ganadoras de Canción del Año."
286,1978,Love Theme From A Star Is Born (Evergreen),Barbra Streisand,"En 1978, ""Love Theme From A Star Is Born (Evergreen)"" obtuvo el Grammy a Canción del Año y fue interpretada por Barbra Streisand."
287,1978,Love Theme From A Star Is Born (Evergreen),Barbra Streisand,"La obra ""Love Theme From A Star Is Born (Evergreen)"", asociada con Barbra Streisand, ganó la categoría Canción del Año en los Grammy de 1978."
288,1978,Love Theme From A Star Is Born (Evergreen),Barbra Streisand,"Durante la ceremonia de los Grammy de 1978, ""Love Theme From A Star Is Born (Evergreen)"" fue reconocida como Canción del Año."
289,1978,Love Theme From A Star Is Born (Evergreen),Barbra Streisand,"El premio Grammy a Canción del Año de 1978 correspondió a ""Love Theme From A Star Is Born (Evergreen)"", interpretada por Barbra Streisand."
290,1978,Love Theme From A Star Is Born (Evergreen),Barbra Streisand,"Entre los ganadores históricos de los Grammy figura ""Love Theme From A Star Is Born (Evergreen)"", premiada como Canción del Año en 1978."
291,1978,Love Theme From A Star Is Born (Evergreen),Barbra Streisand,"Barbra Streisand estuvo vinculado al triunfo de ""Love Theme From A Star Is Born (Evergreen)"" en la categoría Canción del Año de los Grammy de 1978."
292,1978,Love Theme From A Star Is Born (Evergreen),Barbra Streisand,"La edición de los Grammy celebrada en 1978 distinguió a ""Love Theme From A Star Is Born (Evergreen)"" con el premio a Canción del Año."
293,1978,Love Theme From A Star Is Born (Evergreen),Barbra Streisand,"En el historial de los Grammy, ""Love Theme From A Star Is Born (Evergreen)"" aparece como la ganadora de Canción del Año correspondiente a 1978."
294,1978,Love Theme From A Star Is Born (Evergreen),Barbra Streisand,"La canción ""Love Theme From A Star Is Born (Evergreen)"", interpretada por Barbra Streisand, recibió uno de los principales Grammy en 1978."
295,1978,Love Theme From A Star Is Born (Evergreen),Barbra Streisand,"El reconocimiento a Canción del Año en los Grammy de 1978 fue para la composición titulada ""Love Theme From A Star Is Born (Evergreen)""."
296,1978,Love Theme From A Star Is Born (Evergreen),Barbra Streisand,"Según el registro histórico de los Grammy, ""Love Theme From A Star Is Born (Evergreen)"" ganó Canción del Año en 1978."
297,1978,Love Theme From A Star Is Born (Evergreen),Barbra Streisand,"La participación de Barbra Streisand quedó ligada a ""Love Theme From A Star Is Born (Evergreen)"", la Canción del Año en los Grammy de 1978."
298,1978,Love Theme From A Star Is Born (Evergreen),Barbra Streisand,"En 1978, la Recording Academy premió a ""Love Theme From A Star Is Born (Evergreen)"" dentro de la categoría Canción del Año."
299,1978,Love Theme From A Star Is Born (Evergreen),Barbra Streisand,"El título ""Love Theme From A Star Is Born (Evergreen)"" forma parte de la lista de obras ganadoras del Grammy a Canción del Año, gracias a su victoria en 1978."
300,1978,Love Theme From A Star Is Born (Evergreen),Barbra Streisand,"La ceremonia de 1978 incorporó a ""Love Theme From A Star Is Born (Evergreen)"", interpretada por Barbra Streisand, al grupo de ganadoras de Canción del Año."
301,1978,You Light Up My Life,Debby Boone,"En 1978, ""You Light Up My Life"" obtuvo el Grammy a Canción del Año y fue interpretada por Debby Boone."
302,1978,You Light Up My Life,Debby Boone,"La obra ""You Light Up My Life"", asociada con Debby Boone, ganó la categoría Canción del Año en los Grammy de 1978."
303,1978,You Light Up My Life,Debby Boone,"Durante la ceremonia de los Grammy de 1978, ""You Light Up My Life"" fue reconocida como Canción del Año."
304,1978,You Light Up My Life,Debby Boone,"El premio Grammy a Canción del Año de 1978 correspondió a ""You Light Up My Life"", interpretada por Debby Boone."
305,1978,You Light Up My Life,Debby Boone,"Entre los ganadores históricos de los Grammy figura ""You Light Up My Life"", premiada como Canción del Año en 1978."
306,1978,You Light Up My Life,Debby Boone,"Debby Boone estuvo vinculado al triunfo de ""You Light Up My Life"" en la categoría Canción del Año de los Grammy de 1978."
307,1978,You Light Up My Life,Debby Boone,"La edición de los Grammy celebrada en 1978 distinguió a ""You Light Up My Life"" con el premio a Canción del Año."
308,1978,You Light Up My Life,Debby Boone,"En el historial de los Grammy, ""You Light Up My Life"" aparece como la ganadora de Canción del Año correspondiente a 1978."
309,1978,You Light Up My Life,Debby Boone,"La canción ""You Light Up My Life"", interpretada por Debby Boone, recibió uno de los principales Grammy en 1978."
310,1978,You Light Up My Life,Debby Boone,"El reconocimiento a Canción del Año en los Grammy de 1978 fue para la composición titulada ""You Light Up My Life""."
311,1978,You Light Up My Life,Debby Boone,"Según el registro histórico de los Grammy, ""You Light Up My Life"" ganó Canción del Año en 1978."
312,1978,You Light Up My Life,Debby Boone,"La participación de Debby Boone quedó ligada a ""You Light Up My Life"", la Canción del Año en los Grammy de 1978."
313,1978,You Light Up My Life,Debby Boone,"En 1978, la Recording Academy premió a ""You Light Up My Life"" dentro de la categoría Canción del Año."
314,1978,You Light Up My Life,Debby Boone,"El título ""You Light Up My Life"" forma parte de la lista de obras ganadoras del Grammy a Canción del Año, gracias a su victoria en 1978."
315,1978,You Light Up My Life,Debby Boone,"La ceremonia de 1978 incorporó a ""You Light Up My Life"", interpretada por Debby Boone, al grupo de ganadoras de Canción del Año."
316,1979,Just The Way You Are,Billy Joel,"En 1979, ""Just The Way You Are"" obtuvo el Grammy a Canción del Año y fue interpretada por Billy Joel."
317,1979,Just The Way You Are,Billy Joel,"La obra ""Just The Way You Are"", asociada con Billy Joel, ganó la categoría Canción del Año en los Grammy de 1979."
318,1979,Just The Way You Are,Billy Joel,"Durante la ceremonia de los Grammy de 1979, ""Just The Way You Are"" fue reconocida como Canción del Año."
319,1979,Just The Way You Are,Billy Joel,"El premio Grammy a Canción del Año de 1979 correspondió a ""Just The Way You Are"", interpretada por Billy Joel."
320,1979,Just The Way You Are,Billy Joel,"Entre los ganadores históricos de los Grammy figura ""Just The Way You Are"", premiada como Canción del Año en 1979."
321,1979,Just The Way You Are,Billy Joel,"Billy Joel estuvo vinculado al triunfo de ""Just The Way You Are"" en la categoría Canción del Año de los Grammy de 1979."
322,1979,Just The Way You Are,Billy Joel,"La edición de los Grammy celebrada en 1979 distinguió a ""Just The Way You Are"" con el premio a Canción del Año."
323,1979,Just The Way You Are,Billy Joel,"En el historial de los Grammy, ""Just The Way You Are"" aparece como la ganadora de Canción del Año correspondiente a 1979."
324,1979,Just The Way You Are,Billy Joel,"La canción ""Just The Way You Are"", interpretada por Billy Joel, recibió uno de los principales Grammy en 1979."
325,1979,Just The Way You Are,Billy Joel,"El reconocimiento a Canción del Año en los Grammy de 1979 fue para la composición titulada ""Just The Way You Are""."
326,1979,Just The Way You Are,Billy Joel,"Según el registro histórico de los Grammy, ""Just The Way You Are"" ganó Canción del Año en 1979."
327,1979,Just The Way You Are,Billy Joel,"La participación de Billy Joel quedó ligada a ""Just The Way You Are"", la Canción del Año en los Grammy de 1979."
328,1979,Just The Way You Are,Billy Joel,"En 1979, la Recording Academy premió a ""Just The Way You Are"" dentro de la categoría Canción del Año."
329,1979,Just The Way You Are,Billy Joel,"El título ""Just The Way You Are"" forma parte de la lista de obras ganadoras del Grammy a Canción del Año, gracias a su victoria en 1979."
330,1979,Just The Way You Are,Billy Joel,"La ceremonia de 1979 incorporó a ""Just The Way You Are"", interpretada por Billy Joel, al grupo de ganadoras de Canción del Año."
331,1980,What A Fool Believes,The Doobie Brothers,"En 1980, ""What A Fool Believes"" obtuvo el Grammy a Canción del Año y fue interpretada por The Doobie Brothers."
332,1980,What A Fool Believes,The Doobie Brothers,"La obra ""What A Fool Believes"", asociada con The Doobie Brothers, ganó la categoría Canción del Año en los Grammy de 1980."
333,1980,What A Fool Believes,The Doobie Brothers,"Durante la ceremonia de los Grammy de 1980, ""What A Fool Believes"" fue reconocida como Canción del Año."
334,1980,What A Fool Believes,The Doobie Brothers,"El premio Grammy a Canción del Año de 1980 correspondió a ""What A Fool Believes"", interpretada por The Doobie Brothers."
335,1980,What A Fool Believes,The Doobie Brothers,"Entre los ganadores históricos de los Grammy figura ""What A Fool Believes"", premiada como Canción del Año en 1980."
336,1980,What A Fool Believes,The Doobie Brothers,"The Doobie Brothers estuvo vinculado al triunfo de ""What A Fool Believes"" en la categoría Canción del Año de los Grammy de 1980."
337,1980,What A Fool Believes,The Doobie Brothers,"La edición de los Grammy celebrada en 1980 distinguió a ""What A Fool Believes"" con el premio a Canción del Año."
338,1980,What A Fool Believes,The Doobie Brothers,"En el historial de los Grammy, ""What A Fool Believes"" aparece como la ganadora de Canción del Año correspondiente a 1980."
339,1980,What A Fool Believes,The Doobie Brothers,"La canción ""What A Fool Believes"", interpretada por The Doobie Brothers, recibió uno de los principales Grammy en 1980."
340,1980,What A Fool Believes,The Doobie Brothers,"El reconocimiento a Canción del Año en los Grammy de 1980 fue para la composición titulada ""What A Fool Believes""."
341,1980,What A Fool Believes,The Doobie Brothers,"Según el registro histórico de los Grammy, ""What A Fool Believes"" ganó Canción del Año en 1980."
342,1980,What A Fool Believes,The Doobie Brothers,"La participación de The Doobie Brothers quedó ligada a ""What A Fool Believes"", la Canción del Año en los Grammy de 1980."
343,1980,What A Fool Believes,The Doobie Brothers,"En 1980, la Recording Academy premió a ""What A Fool Believes"" dentro de la categoría Canción del Año."
344,1980,What A Fool Believes,The Doobie Brothers,"El título ""What A Fool Believes"" forma parte de la lista de obras ganadoras del Grammy a Canción del Año, gracias a su victoria en 1980."
345,1980,What A Fool Believes,The Doobie Brothers,"La ceremonia de 1980 incorporó a ""What A Fool Believes"", interpretada por The Doobie Brothers, al grupo de ganadoras de Canción del Año."
346,1981,Sailing,Christopher Cross,"En 1981, ""Sailing"" obtuvo el Grammy a Canción del Año y fue interpretada por Christopher Cross."
347,1981,Sailing,Christopher Cross,"La obra ""Sailing"", asociada con Christopher Cross, ganó la categoría Canción del Año en los Grammy de 1981."
348,1981,Sailing,Christopher Cross,"Durante la ceremonia de los Grammy de 1981, ""Sailing"" fue reconocida como Canción del Año."
349,1981,Sailing,Christopher Cross,"El premio Grammy a Canción del Año de 1981 correspondió a ""Sailing"", interpretada por Christopher Cross."
350,1981,Sailing,Christopher Cross,"Entre los ganadores históricos de los Grammy figura ""Sailing"", premiada como Canción del Año en 1981."
